Date,BTC,Gold,Oil,VIX,SP500
2014-12-01,376.13,1332.5,69.0,14.29,2053.44
2014-12-02,377.86,1314.7,66.88,12.85,2066.55
2014-12-03,382.45,1325.8,67.38,12.47,2074.33
2014-12-04,376.38,1324.2,66.81,12.38,2071.92
2014-12-05,368.36,1310.8,65.84,11.82,2075.37
2014-12-08,373.16,1314.4,63.05,14.21,2060.31
2014-12-09,357.88,1350.2,63.82,14.89,2059.82
2014-12-10,348.9,1345.5,60.94,18.53,2026.14
2014-12-11,341.04,1342.3,59.95,20.08,2035.33
2014-12-12,348.27,1333.5,57.81,21.08,2002.33
2014-12-15,348.67,1317.7,55.91,20.42,1989.63
2014-12-16,338.55,1302.0,55.93,23.57,1972.74
2014-12-17,330.54,1302.3,56.47,19.44,2012.89
2014-12-18,317.4,1303.9,54.11,16.81,2061.23
2014-12-19,306.46,1305.6,56.52,16.49,2070.65
2014-12-22,320.03,1289.7,55.26,15.25,2078.54
2014-12-23,328.7,1289.7,57.12,14.8,2082.17
2014-12-24,332.05,1285.6,55.92,14.37,2081.88
2014-12-26,318.56,1307.7,54.73,14.5,2088.77
2014-12-29,315.64,1292.9,53.61,15.06,2090.57
2014-12-30,313.99,1311.9,54.12,15.92,2080.35
2014-12-31,309.9,1335.4,53.27,19.2,2058.9
2015-01-02,314.5,1337.7,52.69,17.79,2058.2
2015-01-05,270.81,1353.5,50.04,19.92,2020.58
2015-01-06,272.02,1362.2,47.93,21.12,2002.61
2015-01-07,283.84,1353.6,48.65,19.31,2025.9
2015-01-08,290.48,1351.6,48.79,17.01,2062.14
2015-01-09,281.04,1357.4,48.36,17.55,2044.81
2015-01-12,268.1,1373.2,46.07,19.6,2028.26
2015-01-13,243.08,1374.5,45.89,20.56,2023.03
2015-01-14,219.13,1364.5,48.48,21.48,2011.27
2015-01-15,193.35,1392.8,46.25,22.39,1992.67
2015-01-16,220.57,1404.9,48.69,20.95,2019.42
2015-01-20,211.54,1412.4,46.39,19.89,2022.55
2015-01-21,212.28,1413.4,47.78,18.85,2032.12
2015-01-22,230.68,1425.2,46.31,16.4,2063.15
2015-01-23,226.3,1417.6,45.59,16.66,2051.82
2015-01-26,283.6,1405.6,45.15,15.52,2057.09
2015-01-27,258.54,1414.7,46.23,17.22,2029.55
2015-01-28,257.45,1402.2,44.45,20.44,2002.16
2015-01-29,235.95,1363.8,44.53,18.76,2021.25
2015-01-30,233.14,1384.6,48.24,20.97,1994.99
2015-02-02,229.8,1382.4,49.57,19.43,2020.85
2015-02-03,237.65,1367.3,53.05,17.33,2050.03
2015-02-04,225.84,1373.4,48.45,18.33,2041.51
2015-02-05,226.55,1354.9,50.48,16.85,2062.52
2015-02-06,219.76,1332.6,51.69,17.29,2055.47
2015-02-09,222.78,1339.9,52.86,18.55,2046.74
2015-02-10,220.17,1331.2,50.02,17.23,2068.59
2015-02-11,223.0,1319.2,48.84,16.96,2068.53
2015-02-12,218.73,1318.7,51.21,15.34,2088.48
2015-02-13,223.97,1325.2,52.78,14.69,2096.99
2015-02-17,235.71,1309.9,53.53,15.8,2100.34
2015-02-18,242.93,1301.5,52.14,15.45,2099.68
2015-02-19,237.1,1306.9,51.16,15.29,2097.45
2015-02-20,241.07,1303.2,50.34,14.3,2110.3
2015-02-23,235.14,1298.7,49.45,14.56,2109.66
2015-02-24,238.93,1293.1,49.28,13.69,2115.48
2015-02-25,238.15,1296.0,50.99,13.84,2113.86
2015-02-26,235.68,1306.1,48.17,13.91,2110.74
2015-02-27,251.29,1309.4,49.76,13.34,2104.5
2015-03-02,258.85,1305.8,49.59,13.04,2117.39
2015-03-03,270.76,1304.2,50.52,13.86,2107.78
2015-03-04,278.12,1300.6,51.53,14.23,2098.53
2015-03-05,269.26,1296.1,50.76,14.04,2101.04
2015-03-06,274.9,1265.6,49.61,15.2,2071.26
2015-03-09,277.99,1268.0,50.0,15.06,2079.43
2015-03-10,294.19,1258.1,48.29,16.69,2044.16
2015-03-11,289.71,1248.4,48.17,16.87,2040.24
2015-03-12,292.87,1249.0,47.05,15.42,2065.95
2015-03-13,293.22,1248.9,44.84,16.0,2053.4
2015-03-16,290.62,1249.3,43.88,15.61,2081.19
2015-03-17,290.54,1244.5,43.46,15.66,2074.28
2015-03-18,283.75,1247.5,44.66,13.97,2099.5
2015-03-19,252.45,1259.5,43.96,14.07,2089.27
2015-03-20,263.47,1274.7,45.72,13.02,2108.1
2015-03-23,267.55,1277.5,47.45,13.41,2104.42
2015-03-24,265.27,1281.2,47.51,13.62,2091.5
2015-03-25,246.67,1287.3,49.21,15.44,2061.05
2015-03-26,245.65,1297.0,51.43,15.8,2056.15
2015-03-27,246.55,1291.9,48.87,15.07,2061.02
2015-03-30,245.11,1276.4,48.68,14.51,2086.24
2015-03-31,247.26,1272.2,47.6,15.29,2067.89
2015-04-01,243.3,1294.2,50.09,15.11,2059.69
2015-04-02,246.96,1288.2,49.14,14.67,2066.96
2015-04-06,260.36,1305.4,52.14,14.74,2080.62
2015-04-07,252.09,1298.4,53.98,14.78,2076.33
2015-04-08,252.86,1291.1,50.42,13.98,2081.9
2015-04-09,244.04,1281.6,50.79,13.09,2091.18
2015-04-10,240.95,1293.3,51.64,12.58,2102.06
2015-04-13,235.52,1287.8,51.91,13.94,2092.43
2015-04-14,222.6,1278.1,53.29,13.67,2095.84
2015-04-15,220.91,1286.5,56.39,12.84,2106.63
2015-04-16,226.02,1283.0,56.71,12.6,2104.99
2015-04-17,227.93,1288.1,55.74,13.89,2081.18
2015-04-20,223.92,1279.3,56.38,13.3,2100.4
2015-04-21,224.98,1289.1,55.26,13.25,2097.29
2015-04-22,235.5,1274.7,56.16,12.71,2107.96
2015-04-23,234.16,1282.0,57.74,12.48,2112.93
2015-04-24,233.4,1260.4,57.15,12.29,2117.69
2015-04-27,219.19,1289.2,56.99,13.12,2108.92
2015-04-28,227.39,1301.4,57.06,12.41,2114.76
2015-04-29,225.35,1300.0,58.58,13.39,2106.85
2015-04-30,226.0,1273.0,59.63,14.55,2085.51
2015-05-01,236.68,1266.1,59.15,12.7,2108.29
2015-05-04,240.36,1279.0,58.93,12.85,2114.49
2015-05-05,235.6,1288.2,60.4,14.31,2089.46
2015-05-06,235.6,1286.7,60.93,15.15,2080.15
2015-05-07,230.42,1278.5,58.94,15.13,2088.0
2015-05-08,237.06,1282.5,59.39,12.86,2116.1
2015-05-11,239.4,1277.3,59.25,13.85,2105.33
2015-05-12,240.0,1287.0,60.75,13.86,2099.12
2015-05-13,241.35,1312.2,60.5,13.76,2098.48
2015-05-14,235.55,1319.0,59.88,12.74,2121.1
2015-05-15,237.57,1318.9,59.69,12.38,2122.73
2015-05-18,236.23,1321.2,59.43,12.73,2129.2
2015-05-19,233.31,1301.4,57.26,12.85,2127.83
2015-05-20,232.72,1303.5,58.98,12.88,2125.85
2015-05-21,234.2,1298.1,60.72,12.11,2130.82
2015-05-22,235.86,1299.7,59.72,12.13,2126.06
2015-05-26,237.66,1282.2,58.03,14.06,2104.2
2015-05-27,237.18,1278.6,57.51,13.27,2123.48
2015-05-28,237.67,1280.5,57.68,13.31,2120.79
2015-05-29,237.23,1280.7,60.3,13.84,2107.39
2015-06-01,230.83,1280.4,60.2,13.97,2111.73
2015-06-02,223.42,1287.8,61.26,14.24,2109.6
2015-06-03,226.62,1279.9,59.64,13.66,2114.07
2015-06-04,225.44,1270.1,58.0,14.71,2095.84
2015-06-05,223.97,1266.6,59.13,14.21,2092.83
2015-06-08,223.69,1272.0,58.14,15.29,2079.28
2015-06-09,228.19,1276.8,60.14,14.47,2080.15
2015-06-10,229.2,1288.6,61.43,13.22,2105.2
2015-06-11,229.96,1282.6,60.77,12.85,2108.86
2015-06-12,229.91,1281.0,59.96,13.78,2094.11
2015-06-15,234.75,1285.8,59.52,15.39,2084.43
2015-06-16,237.4,1279.4,59.97,14.81,2096.29
2015-06-17,248.74,1276.9,59.92,14.5,2100.44
2015-06-18,247.24,1300.8,60.45,13.19,2121.24
2015-06-19,249.07,1299.4,59.61,13.96,2109.99
2015-06-22,244.96,1282.1,59.68,12.74,2122.85
2015-06-23,247.13,1274.8,61.01,12.11,2124.2
2015-06-24,243.37,1271.0,60.27,13.26,2108.58
2015-06-25,240.92,1270.3,59.7,14.01,2102.31
2015-06-26,242.32,1273.1,59.63,14.02,2101.49
2015-06-29,249.43,1278.0,58.33,18.85,2057.64
2015-06-30,258.39,1270.8,59.47,18.23,2063.11
2015-07-01,261.72,1268.5,56.96,16.09,2077.42
2015-07-02,259.63,1261.5,56.93,16.79,2076.78
2015-07-06,267.61,1270.6,52.53,17.01,2068.76
2015-07-07,270.08,1249.5,52.33,16.09,2081.34
2015-07-08,264.36,1258.6,51.65,19.66,2046.68
2015-07-09,267.94,1255.1,52.78,19.97,2051.31
2015-07-10,269.25,1256.6,52.74,16.83,2076.62
2015-07-13,304.99,1255.0,52.2,13.9,2099.6
2015-07-14,290.93,1252.4,53.04,13.37,2108.95
2015-07-15,288.49,1246.3,51.41,13.23,2107.4
2015-07-16,287.56,1243.2,50.91,12.11,2124.29
2015-07-17,276.98,1230.7,50.89,11.95,2126.64
2015-07-20,274.28,1205.5,50.15,12.25,2128.28
2015-07-21,279.46,1199.5,50.36,12.22,2119.21
2015-07-22,274.87,1187.6,49.19,12.12,2114.15
2015-07-23,276.21,1190.1,48.45,12.64,2102.15
2015-07-24,276.24,1180.0,48.14,13.74,2079.65
2015-07-27,291.2,1190.6,47.39,15.6,2067.64
2015-07-28,293.15,1190.6,47.98,13.44,2093.25
2015-07-29,292.99,1187.5,48.79,12.5,2108.57
2015-07-30,288.62,1183.4,48.52,12.13,2108.63
2015-07-31,286.74,1183.1,47.12,12.12,2103.84
2015-08-03,279.49,1176.8,45.17,12.56,2098.04
2015-08-04,283.49,1178.7,45.74,13.0,2093.32
2015-08-05,284.24,1177.1,45.15,12.51,2099.84
2015-08-06,280.94,1181.6,44.66,13.77,2083.56
2015-08-07,275.93,1185.8,43.87,13.39,2077.57
2015-08-10,265.08,1195.8,44.96,12.23,2104.18
2015-08-11,264.88,1197.7,43.08,13.71,2084.07
2015-08-12,270.22,1213.0,43.3,13.61,2086.05
2015-08-13,264.14,1205.1,42.23,13.49,2083.39
2015-08-14,262.02,1202.3,42.5,12.83,2091.54
2015-08-17,258.01,1207.9,41.87,13.02,2102.44
2015-08-18,256.45,1206.3,42.62,13.79,2096.92
2015-08-19,230.38,1217.1,40.8,15.25,2079.61
2015-08-20,232.06,1242.2,41.14,19.14,2035.73
2015-08-21,234.56,1246.8,40.45,28.03,1970.89
2015-08-24,227.23,1238.9,38.24,40.74,1893.21
2015-08-25,203.18,1223.7,39.31,36.02,1867.61
2015-08-26,219.82,1209.0,38.6,30.32,1940.51
2015-08-27,224.54,1207.2,42.56,26.1,1987.66
2015-08-28,224.19,1218.4,45.22,26.05,1988.87
2015-08-31,227.18,1216.9,49.2,28.43,1972.18
2015-09-01,229.03,1221.3,45.41,31.4,1913.85
2015-09-02,226.29,1214.4,46.25,26.09,1948.86
2015-09-03,228.35,1203.5,46.75,25.61,1951.13
2015-09-04,227.15,1200.5,46.05,27.8,1921.22
2015-09-08,242.02,1199.9,45.94,24.9,1969.41
2015-09-09,244.31,1180.7,44.15,26.23,1942.04
2015-09-10,237.99,1187.9,45.92,24.37,1952.29
2015-09-11,240.56,1181.9,44.63,23.2,1961.05
2015-09-14,229.16,1185.7,44.0,24.25,1953.03
2015-09-15,230.51,1180.5,44.59,22.54,1978.09
2015-09-16,230.98,1196.3,47.15,21.35,1995.31
2015-09-17,229.59,1194.9,46.9,21.14,1990.2
2015-09-18,233.24,1214.1,44.68,22.28,1958.03
2015-09-21,230.75,1209.4,46.68,20.14,1966.97
2015-09-22,227.79,1199.6,45.83,22.44,1942.74
2015-09-23,231.31,1206.3,44.48,22.13,1938.76
2015-09-24,231.1,1226.9,44.91,23.47,1932.24
2015-09-25,233.74,1218.8,45.7,23.62,1931.34
2015-09-28,237.21,1204.4,44.43,27.63,1881.77
2015-09-29,238.57,1199.1,45.23,26.83,1884.09
2015-09-30,238.06,1183.6,45.09,24.5,1920.03
2015-10-01,237.15,1182.1,44.74,22.55,1923.82
2015-10-02,238.06,1204.2,45.54,20.94,1951.36
2015-10-05,238.82,1203.5,46.26,19.54,1987.05
2015-10-06,240.63,1211.3,48.53,19.4,1979.92
2015-10-07,246.5,1214.0,47.81,18.4,1995.83
2015-10-08,244.5,1209.9,49.43,17.42,2013.43
2015-10-09,243.26,1222.4,49.63,17.08,2014.89
2015-10-12,247.65,1231.1,47.1,16.17,2017.46
2015-10-13,244.58,1231.7,46.66,17.67,2003.69
2015-10-14,249.46,1243.6,46.64,18.03,1994.24
2015-10-15,254.64,1251.4,46.38,16.05,2023.86
2015-10-16,255.73,1246.6,47.26,15.05,2033.11
2015-10-19,264.99,1236.3,45.89,14.98,2033.66
2015-10-20,264.93,1240.9,45.55,15.75,2030.77
2015-10-21,270.5,1229.7,45.2,16.7,2018.94
2015-10-22,267.47,1228.2,45.38,14.45,2052.51
2015-10-23,274.25,1218.7,44.6,14.46,2075.15
2015-10-26,284.29,1220.3,43.98,15.29,2071.18
2015-10-27,287.83,1218.2,43.2,15.43,2065.89
2015-10-28,300.54,1229.3,45.94,14.33,2090.35
2015-10-29,304.33,1201.8,46.06,14.61,2089.41
2015-10-30,326.56,1195.2,46.59,15.07,2079.36
2015-11-02,325.65,1190.4,46.14,14.15,2104.05
2015-11-03,369.51,1168.6,47.9,14.54,2109.79
2015-11-04,432.46,1161.2,46.32,15.51,2102.31
2015-11-05,434.32,1160.1,45.2,15.05,2099.93
2015-11-06,359.59,1147.9,44.29,14.33,2099.2
2015-11-09,370.65,1149.2,43.87,16.52,2078.58
2015-11-10,376.95,1149.4,44.21,15.29,2081.72
2015-11-11,311.7,1145.4,42.93,16.06,2075.0
2015-11-12,320.04,1141.3,41.75,18.37,2045.97
2015-11-13,337.89,1141.3,40.74,20.08,2023.04
2015-11-16,320.06,1142.5,41.74,18.16,2053.19
2015-11-17,337.76,1126.9,40.67,18.84,2050.44
2015-11-18,333.33,1126.9,40.75,16.85,2083.58
2015-11-19,334.02,1135.6,40.54,16.99,2081.24
2015-11-20,315.63,1133.8,40.39,15.47,2089.17
2015-11-23,322.61,1124.7,41.75,15.62,2086.59
2015-11-24,320.99,1131.6,42.87,15.93,2089.14
2015-11-25,318.34,1128.4,43.04,15.19,2088.87
2015-11-27,349.14,1114.5,41.71,15.12,2090.11
2015-11-30,375.2,1123.9,41.65,16.13,2080.41
2015-12-01,377.8,1122.0,41.85,14.67,2102.63
2015-12-02,352.13,1112.4,39.94,15.91,2079.51
2015-12-03,366.79,1120.6,41.08,18.11,2049.62
2015-12-04,358.44,1143.2,39.97,14.81,2091.69
2015-12-07,391.62,1134.3,37.65,15.84,2077.07
2015-12-08,395.59,1134.0,37.51,17.6,2063.59
2015-12-09,421.42,1134.9,37.16,19.61,2047.62
2015-12-10,415.08,1130.3,36.76,19.34,2052.23
2015-12-11,421.81,1133.8,35.62,24.39,2012.37
2015-12-14,437.02,1121.4,36.31,22.73,2021.94
2015-12-15,453.68,1119.8,37.35,20.95,2043.41
2015-12-16,445.8,1135.3,35.52,17.86,2073.07
2015-12-17,451.1,1108.1,34.95,18.94,2041.89
2015-12-18,456.42,1123.3,34.73,20.7,2005.55
2015-12-21,435.64,1140.5,34.74,18.7,2021.15
2015-12-22,438.28,1134.0,36.14,16.6,2038.97
2015-12-23,437.99,1128.2,37.5,15.57,2064.29
2015-12-24,456.57,1135.9,38.1,15.74,2060.99
2015-12-28,427.82,1128.1,36.81,16.91,2056.5
2015-12-29,422.74,1128.6,37.87,16.08,2078.36
2015-12-30,431.03,1120.8,36.6,17.29,2063.36
2015-12-31,424.96,1121.0,37.04,18.21,2043.94
2016-01-04,431.69,1135.5,36.76,20.7,2012.66
2016-01-05,433.73,1138.4,35.97,19.34,2016.71
2016-01-06,427.16,1151.9,33.97,20.59,1990.26
2016-01-07,441.02,1162.7,33.27,24.99,1943.09
2016-01-08,457.17,1151.7,33.16,27.01,1922.03
2016-01-11,450.31,1148.5,31.41,24.3,1923.67
2016-01-12,446.61,1137.1,30.44,22.47,1938.68
2016-01-13,431.16,1137.4,30.48,25.22,1890.28
2016-01-14,431.41,1123.0,31.2,23.95,1921.84
2016-01-15,416.29,1137.5,29.42,27.02,1880.33
2016-01-19,382.74,1135.8,28.46,26.05,1881.33
2016-01-20,378.78,1151.7,26.55,27.59,1859.33
2016-01-21,417.44,1143.6,29.53,26.69,1868.99
2016-01-22,403.27,1142.6,32.19,22.34,1906.9
2016-01-25,397.88,1152.4,30.34,24.15,1877.08
2016-01-26,390.72,1167.3,31.45,22.5,1903.63
2016-01-27,392.39,1163.9,32.3,23.11,1882.95
2016-01-28,381.36,1163.7,33.22,22.42,1893.36
2016-01-29,369.13,1161.9,33.62,20.2,1940.24
2016-02-01,372.16,1173.5,31.62,19.98,1939.38
2016-02-02,372.45,1170.1,29.88,21.98,1903.03
2016-02-03,372.76,1183.3,32.28,21.65,1912.53
2016-02-04,370.43,1197.7,31.72,21.84,1915.45
2016-02-05,386.95,1198.0,30.89,23.38,1880.05
2016-02-08,376.92,1238.2,29.69,26.0,1853.44
2016-02-09,372.43,1236.9,27.94,26.54,1852.21
2016-02-10,374.76,1232.6,27.45,26.29,1851.86
2016-02-11,379.19,1282.1,26.21,28.14,1829.08
2016-02-12,378.58,1271.2,29.44,25.4,1864.78
2016-02-16,401.66,1241.1,29.04,24.11,1895.58
2016-02-17,407.02,1247.2,30.66,22.31,1926.82
2016-02-18,417.49,1262.5,30.77,21.64,1917.83
2016-02-19,421.96,1267.4,29.64,20.53,1917.78
2016-02-22,436.14,1246.7,31.48,19.38,1945.5
2016-02-23,438.74,1261.4,31.87,20.98,1921.27
2016-02-24,419.9,1277.1,32.15,20.72,1929.8
2016-02-25,422.62,1277.0,33.07,19.11,1951.7
2016-02-26,421.24,1258.8,32.78,19.81,1948.05
2016-02-29,438.28,1273.3,33.75,20.55,1932.23
2016-03-01,436.43,1271.2,34.4,17.7,1978.35
2016-03-02,434.0,1283.0,34.66,17.09,1986.45
2016-03-03,419.25,1300.7,34.57,16.7,1993.4
2016-03-04,421.6,1315.6,35.92,16.86,1999.99
2016-03-07,407.28,1310.3,37.9,17.35,2001.76
2016-03-08,414.21,1309.0,36.5,18.67,1979.26
2016-03-09,410.74,1303.4,38.29,18.34,1989.26
2016-03-10,411.67,1320.1,37.84,18.05,1989.57
2016-03-11,416.71,1308.6,38.5,16.5,2022.19
2016-03-14,414.21,1294.4,37.18,16.92,2019.64
2016-03-15,416.03,1280.2,36.34,16.84,2015.93
2016-03-16,414.17,1280.9,38.46,14.99,2027.22
2016-03-17,417.14,1314.1,40.2,14.44,2040.59
2016-03-18,417.15,1302.0,39.44,14.02,2049.58
2016-03-21,407.5,1292.7,39.91,13.79,2051.6
2016-03-22,415.12,1298.8,41.45,14.17,2049.8
2016-03-23,417.32,1274.0,39.79,14.94,2036.71
2016-03-24,415.84,1272.4,39.46,14.74,2035.94
2016-03-28,424.3,1270.7,39.39,15.24,2037.05
2016-03-29,423.6,1286.3,38.28,13.82,2055.01
2016-03-30,414.61,1276.9,38.32,13.56,2063.95
2016-03-31,414.46,1280.9,38.34,13.95,2059.74
2016-04-01,416.01,1268.9,36.79,13.1,2072.78
2016-04-04,418.59,1264.7,35.7,14.12,2066.13
2016-04-05,422.04,1274.5,35.89,15.42,2045.17
2016-04-06,422.29,1268.8,37.75,14.09,2066.66
2016-04-07,420.55,1282.3,37.26,16.16,2041.91
2016-04-08,421.62,1287.3,39.72,15.36,2047.6
2016-04-11,421.19,1302.4,40.36,16.26,2041.99
2016-04-12,426.38,1306.4,42.17,14.85,2061.72
2016-04-13,426.84,1293.9,41.76,13.84,2082.42
2016-04-14,425.49,1272.1,41.5,13.72,2082.78
